position_id	claim_index	linked_hypothesis_id	verdict	flags	reasons	school_prediction	current_polarity	claim_years_range	claim_countries	hyp_period	hyp_countries_count	claim_outcomes	hyp_outcomes	claim_entities	hyp_entities	claim_text
democratic_socialist	0	growth_vs_distribution_tradeoff	PASS			supported	aligned			1985-2020	15		institutional_quality,poverty_inequality,trade_liberalisation,welfare_state			Transfer-based redistribution can produce improved distributional outcomes without measurable growth penalty.
democratic_socialist	1	rent_control_reduces_housing_supply_and_quality	PASS			falsified	aligned			2000-2023	3	housing_supply	housing_supply,inflation		kohl	Rent control at the right design can improve tenure security without substantial supply penalty.
democratic_socialist	2	new_deal_output_employment_counterfactual	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1933-1938	USA		0	employment_labour	employment_labour			US New Deal 1933-1938 (public-works employment, Social Security, Wagner Act) raised median living standards and reduced unemployment faster than the pre-1933 laissez-faire counterfactual, vindicating democratic reformist economic management.
democratic_socialist	3	uk_attlee_reforms_output_health_outcomes	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1945-1954	GBR		0	health_mortality,housing_supply,privatisation	health_mortality,housing_supply,privatisation			UK post-1945 Attlee reforms (NHS, nationalisation of coal/rail/steel, expanded public housing) delivered measurable improvements in life expectancy and child mortality without undermining subsequent 1950s-1960s growth.
democratic_socialist	4	minimum_wage_employment_effect_us_states	PASS			supported	aligned	2004-2020	USA	1990-2024	1	employment_labour	employment_labour			US minimum-wage increases at the state level 2004-2020 did not produce the employment declines predicted by standard competitive-labour-market models; employment effects are close to zero in most estimated specifications.
democratic_socialist	5	clinton_welfare_reform_deep_poverty_effect	PASS			supported	aligned	1993-2005			0	poverty_inequality,welfare_state	poverty_inequality,welfare_state	clinton,tanf	clinton,tanf	Clinton welfare reform 1996 (TANF) reduced the income floor for single-parent households in recessions and raised deep-poverty rates among children, consistent with democratic-socialist critique of means-tested conditionality.
democratic_socialist	6	single_payer_cost_outcome_comparison	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned		CAN,USA		0					Universal single-payer healthcare systems (NHS, Canadian Medicare) produce lower per-capita healthcare expenditure with equal or better life-expectancy outcomes than the US multi-payer system.
democratic_socialist	7	free_community_college_enrolment_completion	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2015-2016	USA		0					US free-community-college state experiments (Tennessee Promise 2015, Oregon 2016) raised enrolment and completion rates among low-income students without measurable fiscal crowd-out.
democratic_socialist	8	vienna_social_housing_rent_burden_comparative	PASS			supported	aligned				0	housing_supply,inflation	housing_supply,inflation			Vienna's sustained social-housing programme has delivered lower rent burdens and housing-cost inflation than comparable European capitals without supply collapse, a counter-example to the rent-control-supply-destruction narrative.
democratic_socialist	9	german_codetermination_competitiveness	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1976-1976	DEU		0					German sectoral co-determination (Mitbestimmung) and workers-on-boards has coexisted with competitive export-manufacturing performance 1976-present, refuting the claim that worker voice necessarily reduces firm competitiveness.
democratic_socialist	10	corbyn_manifesto_capital_flight_prediction	PASS			mixed	aligned	2015-2020			0	privatisation	privatisation	corbyn	corbyn	Corbyn 2017-2019 Labour programme (rail/utility renationalisation, expanded NHS) did not produce the capital-flight or fiscal-collapse outcomes predicted by market-liberal critics in the 2017 and 2019 manifestos' IFS-modelled scenarios.
democratic_socialist	11	eurozone_austerity_distributional_incidence	PASS			supported	aligned	2008-2017			0					Post-2008 eurozone austerity disproportionately affected households in the bottom income quintile; distributional cost was not necessary for fiscal consolidation, given alternative tax-side options.
democratic_socialist	12	federal_minimum_wage_employment_meta	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2016-2020	USA		0		employment_labour			US Sanders 2016/2020 $15 federal minimum wage proposal, in meta-analyses of state-level evidence, would not produce the 1.3m-job loss CBO low-end estimate; effect is closer to zero.
democratic_socialist	13	child_benefit_expansion_child_poverty_effect	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2013-2021	GBR,USA		0	poverty_inequality,welfare_state	poverty_inequality,welfare_state			Universal child-benefit / expanded child tax credit expansions (US ARP 2021, UK pre-2013 child benefit) reduced child poverty rates by measurable magnitudes in real time.
developmentalism	0	nordic_outcome_persistence_decomposition	FAIL	GEO_MISMATCH	claim countries ['CHL', 'SGP'] not in hypothesis sample ['DNK', 'ESP', 'FIN', 'FRA', 'GRC', 'ISL']…	mixed	aligned		CHL,SGP	1996-2023	10		employment_labour,institutional_quality,poverty_inequality			Forced-saving individual-account welfare architectures (Singapore CPF, Chilean AFP) outperform universal transfer architectures.
developmentalism	1	resource_extractor_nationalisation_reduces_output	PASS			mixed	aligned			1950-2024	9	privatisation	institutional_quality,privatisation,productivity			Resource-extractor nationalisation with autonomy loss reduces output.
developmentalism	2	industrial_policy_developmentalist_states_growth	FAIL	POLICY_NAMED_ABSENT	claim references ['park'] — not found in hypothesis text (hyp entities: none)	supported	aligned	1961-2027	KOR,USA	1960-2019	19		gdp_growth,institutional_quality	park		Park Chung-hee's 1961–1979 heavy-and-chemical-industry drive in Korea produced durable industrial capability (shipbuilding, steel, petrochemicals) that generated export competitiveness by 1985, outperforming Latin American comparators on the same period.
developmentalism	3	industrial_policy_export_discipline_conditionality	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1991-1991	CHN,IND,KOR,TWN,USA		0			india_1991	india_1991	Industrial policy succeeds when subsidies and cheap credit are conditional on export-discipline performance (Korea, Taiwan, China) and fails when unconditional (Latin American ISI 1960s–1980s, India pre-1991 licence raj).
developmentalism	4	industrial_policy_developmentalist_states_growth	PASS			supported	aligned	1973-1987	TWN	1960-2019	19		gdp_growth,institutional_quality			Taiwan's ITRI-led semiconductor strategy (1973 founding, TSMC 1987 spinoff) produced a frontier-capability industry that market-led alternatives did not generate in comparable economies.
developmentalism	5	singapore_cpf_national_savings_effect	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1965-2010	SGP		0					Singapore's CPF forced-saving architecture produced higher national-savings rates and domestic capital accumulation than free-choice retirement-saving peers over 1965–2010.
developmentalism	6	gradualist_vs_shock_therapy_transition_outcomes	PASS			supported	aligned	1978-2000			0			deng,soviet_collapse	deng,soviet_collapse	Deng's 1978 reforms succeeded not through pure market liberalisation but through dual-track pricing, TVE experimentation, and SEZ strategic openings — a gradualist-pragmatist pattern that pure shock-therapy could not reproduce in post-Soviet economies.
developmentalism	7	china_wto_accession_productivity_growth_effect	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2001-2001	CHN		0	productivity,trade_liberalisation	productivity,trade_liberalisation	wto	wto	China's post-WTO 2001 accession produced export-sector productivity gains that spilled over to domestic value chains, vindicating export-oriented industrial policy combined with selective liberalisation.
developmentalism	8	industrial_policy_semiconductor_chips_act_effectiveness	REVIEW	OUTCOME_UNVERIFIABLE	no outcome keywords detected in hypothesis; claim mentions ['productivity']	supported	aligned	2021-2030			0	productivity		biden	biden	Biden's 2022 IRA and CHIPS Act — strategic subsidies for semiconductor and clean-energy manufacturing — will produce measurable domestic capacity and productivity gains by 2030 in targeted sectors.
developmentalism	9	washington_consensus_vs_developmental_state_performance	FAIL	GEO_UNVERIFIABLE,POLICY_NAMED_ABSENT	hypothesis has no sample.countries list; claim references ['pinochet'] — not found in hypothesis text (hyp entities: ['menem'])	supported	aligned	1973-1990	CHL		0		privatisation	pinochet	menem	Pinochet-era Chile's rapid liberalisation produced an initial growth collapse (1975, 1982) and only recovered after selective state re-engagement; the pure-Chicago prescription underperformed its East Asian contemporaries.
developmentalism	10	washington_consensus_vs_developmental_state_performance	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1989-2001	ARG,KOR		0	privatisation	privatisation	menem	menem	Argentine Menem-era rapid privatisation and opening 1991–2001 produced a decade of growth followed by collapse — underperforming the comparable-size Korean developmental-state path.
developmentalism	11	india_services_led_growth_employment_effect	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1991-2000	IND		0	employment_labour	employment_labour	india_1991	india_1991	India's post-1991 liberalisation accelerated growth but services-heavy rather than manufacturing-led, leaving labour-intensive employment gains smaller than in East Asian industrial-policy peers.
developmentalism	12	ethiopia_developmental_state_growth_effect	PASS			supported	aligned	2010-2010			0					Pre-2010 Ethiopian developmental-state strategy (state-led infrastructure, industrial parks, export-credit allocation) produced the fastest sustained African growth rates, consistent with late-developer industrial-policy theory.
developmentalism	13	vietnam_doi_moi_developmental_pattern_growth_effect	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1986-2000	VNM		0			doi_moi	doi_moi	Vietnam's Doi Moi 1986 reforms and subsequent export-oriented strategy replicated the East Asian developmental-state pattern and produced three decades of above-peer-region growth.
developmentalism	14	infant_industry_protection_capability_effect	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned		BRA,KOR		0	trade_liberalisation	trade_liberalisation			Tariff protection for infant industries under export-discipline conditionality (Korea steel, Brazil Embraer) produces capability build-up that free-trade-from-start counterfactuals would not have generated in the same timeframe.
developmentalism	15	industrial_policy_semiconductor_chips_act_effectiveness	FAIL	GEO_UNVERIFIABLE,POLICY_NAMED_ABSENT	hypothesis has no sample.countries list; claim references ['lula'] — not found in hypothesis text (hyp entities: ['biden'])	supported	aligned	2003-2030	USA		0			lula	biden	Lula third-term's Nova Indústria Brasil 2024 industrial-policy package, conditioned on export performance and technology-diffusion metrics, produces measurable sectoral capability gains (semiconductors, green hydrogen, health-industrial complex) by 2030 — replicating the East Asian export-discipline conditionality pattern rather than the earlier Latin American ISI pattern.
developmentalism	16	lula_third_term_fiscal_discipline_commitment_2023_present	REVIEW	ERA_PARTIAL,OUTCOME_UNVERIFIABLE	only 1/10 claim years fall within hypothesis period 2015-2027; no outcome keywords detected in hypothesis; claim mentions ['inflation', 'monetary_policy']	supported	aligned	2003-2023		2015-2027	1	inflation,monetary_policy		lula	lula	Lula third-term's Marco Fiscal (Lei Complementar 200/2023) demonstrates that structuralist / developmentalist fiscal space — room to expand transfers and industrial policy within a statutory discipline frame — is institutionally compatible with inflation-targeting monetary policy, contrary to the Washington-Consensus view that developmentalist fiscal commitments require abandonment of nominal-anchor discipline.
eco_socialist	0	resource_extractor_nationalisation_reduces_output	PASS			mixed	aligned			1950-2024	9	privatisation	institutional_quality,privatisation,productivity			Resource-extractor nationalisation can produce desired outcomes if aligned with ecological mandate.
eco_socialist	1	us_eu_gdp_per_capita_divergence_policy_causes	PASS			mixed	aligned		DEU	1970-2023	15		employment_labour,productivity,regulatory,trade_liberalisation			Germany's Energiewende demonstrates feasibility of state-led energy transition.
eco_socialist	2	eu_ets_emissions_reduction_vs_1p5c_pathway	PASS			supported	aligned	2005-2005			0	energy_climate	energy_climate			Private-sector carbon-pricing schemes (EU ETS 2005-present) have failed to reduce EU territorial emissions at the pace implied by 1.5C pathways, demonstrating market-mechanism inadequacy.
eco_socialist	3	fossil_subsidy_persistence_private_ownership_link	PASS			supported	aligned	1980-2020			0					Fossil-fuel subsidies across OECD 1980-2020 persisted despite declared climate commitments, consistent with the eco-socialist claim that private fossil-reserve ownership structurally blocks adequate public action.
eco_socialist	4	us_decoupling_consumption_based_accounting	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1980-2020	USA		0	energy_climate,gdp_growth,wage_stagnation	energy_climate,gdp_growth,wage_stagnation			US GDP growth 1980-2020 did not absolutely decouple from territorial CO2 emissions once offshored manufacturing emissions are attributed; 'decoupling' claim dissolves under consumption-based accounting.
eco_socialist	5	public_electricity_generator_carbon_intensity	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned		FRA,SWE		0	energy_climate,privatisation	energy_climate,privatisation			Publicly owned electricity generators (EDF in France pre-privatisation, Vattenfall Sweden) achieved lower-carbon generation mixes than otherwise-matched privatised counterparts in the 1970s-1990s.
eco_socialist	6	uk_electricity_privatisation_price_decarbonisation	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1989-2017	GBR		0	energy_climate,privatisation	energy_climate,privatisation			UK electricity-sector privatisation post-1989 increased per-MWh retail prices and did not accelerate decarbonisation relative to the public counterfactual until state-directed renewables mandates post-2008.
eco_socialist	7	public_transport_investment_emissions_per_capita	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1945-1989	USA		0	energy_climate,privatisation,regulatory	energy_climate,privatisation,regulatory			Post-1945 US and Western European public investment in rail/transit produced lower per-capita emissions than the post-1980 privatised-deregulated transport regime.
eco_socialist	8	china_renewables_industrial_policy_learning_curve	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2005-2020	CHN		0		energy_climate			China's state-directed solar and wind manufacturing scale-up 2005-2020 delivered cost reductions on learning curves faster than any market-led OECD programme, demonstrating planning-led industrial policy's ecological potential.
eco_socialist	9	voluntary_carbon_markets_real_abatement	PASS			supported	aligned	2008-2017			0	energy_climate	energy_climate			Post-2008 global climate finance via private carbon markets (voluntary credits, REDD+) produced marginal real emissions abatement relative to stated volumes, while public-funded mandates delivered measurable reductions.
eco_socialist	10	latam_resource_nationalisation_social_outcome_tradeoff	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	mixed	aligned	2000-2015	BOL,ECU,VEN		0	poverty_inequality,privatisation	poverty_inequality,privatisation			Venezuela, Bolivia, Ecuador resource-nationalisation programmes 2000-2015 financed measurable social-outcome gains (poverty reduction, literacy) despite extractive-output costs, a Pareto-dominance structure depending on normative weighting.
eco_socialist	11	major_fossil_firm_reserve_vs_carbon_budget	PASS			supported	aligned	1980-2020			0	energy_climate	energy_climate			Exxon, Shell, BP, Chevron 1980-2020 disclosed knowledge of climate impacts while investing in reserves whose combustion would exceed the remaining 1.5C carbon budget, consistent with accumulation-ecological-limit contradiction.
eco_socialist	12	eu_green_deal_vs_ets_emissions_mechanism	PASS			supported	aligned	2020-2020			0	energy_climate,regulatory	energy_climate,regulatory			EU Green Deal 2020-present production-side regulation produced faster sectoral emissions reductions than previous EU-ETS price-mechanism-only approaches.
eco_socialist	13	indigenous_managed_land_biodiversity_outcomes	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned		AUS,CAN		0					Indigenous-managed territories (documented across Amazon basin, Canadian First Nations, Australian Indigenous Protected Areas) retain higher biodiversity and lower deforestation than state-protected or privately-held land of matched biome.
empirical_pragmatist	0	nordic_outcome_persistence_decomposition	PASS			supported	aligned			1996-2023	10		employment_labour,institutional_quality,poverty_inequality			Conditions favouring intervention + conditions favouring markets are empirically separable; no universal rule applies.
empirical_pragmatist	1	welfare_architecture_comparative_effectiveness	PASS			supported	aligned			1990-2023	16		poverty_inequality,welfare_state			Nordic-style mixed model (high taxes, universal services, flexicurity, strong institutions) produces strong growth and welfare outcomes in high-institutional-quality settings but fails when transplanted to low-state-capacity contexts.
empirical_pragmatist	2	rule_of_law_institutional_growth	PASS			supported	aligned			1996-2023	60	institutional_quality,trade_liberalisation	gdp_growth,health_mortality,institutional_quality,trade_liberalisation			Policy effectiveness is conditional on institutional quality: the same trade liberalisation produces high-variance outcomes across countries depending on rule-of-law, educational attainment, and financial-market depth.
empirical_pragmatist	3	central_bank_independence_inflation_discipline	FAIL	ERA_MISMATCH,POLICY_NAMED_ABSENT	claim refers to 1979-1987; hypothesis period 1990-2023; claim references ['volcker'] — not found in hypothesis text (hyp entities: none)	supported	aligned	1979-1987	ARG,USA,VEN	1990-2023	29	inflation	inflation,trade_liberalisation	volcker		Volcker disinflation succeeded because the US had the institutional preconditions (central-bank independence, functioning financial markets, political tolerance) — the same strategy imposed on Argentina or Venezuela without those preconditions fails.
empirical_pragmatist	4	industrial_policy_governance_capacity_conditionality	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned		KOR,SGP,TWN		0					Industrial policy outcomes are bimodal by governance capacity: high-capacity states (Korea, Taiwan, Singapore) produce positive returns; low-capacity states produce rent-capture and white-elephants.
empirical_pragmatist	5	qe_asset_inflation_vs_cpi_divergence_post_2008	PASS			supported	aligned	2008-2022		2008-2023	8	inflation	inflation,monetary_policy	qe	qe	Post-2008 QE was a net-positive policy in advanced economies with anchored inflation expectations, but the same instrument in low-credibility monetary regimes produces inflation without the wealth-channel stimulus.
empirical_pragmatist	6	price_controls_shortage_effect	FAIL	POLICY_NAMED_ABSENT	claim references ['nixon'] — not found in hypothesis text (hyp entities: ['chavez', 'chavismo', 'gorbachev', 'kirchner'])	supported	aligned	1971-2020	ARG,VEN	1970-2023	4		inflation,regulatory	nixon	chavez,chavismo,gorbachev,kirchner	Price controls fail consistently across contexts (Nixon 1971, Venezuela 2003–2020, Argentina 2011–2015) because the underlying shortage-and-black-market mechanism is robust to institutional variation.
empirical_pragmatist	7	central_bank_independence_inflation_discipline	PASS			supported	aligned			1990-2023	29	inflation,monetary_policy	inflation,trade_liberalisation			Central bank independence produces lower inflation across institutional contexts — a relatively unconditional finding compared to most policy claims.
empirical_pragmatist	8	welfare_architecture_comparative_effectiveness	FAIL	OUTCOME_MISMATCH	claim outcomes ['institutional_quality'] disjoint from hypothesis outcomes ['poverty_inequality', 'welfare_state']	mixed	aligned		CHE,DEU	1990-2023	16	institutional_quality	poverty_inequality,welfare_state			Welfare architectures matter less than welfare-plus-institutional-quality interactions: Nordic universal, German Bismarckian, Swiss contributory, and Singaporean forced-saving models all produce good outcomes conditional on state capacity.
empirical_pragmatist	9	shock_therapy_institutional_preconditions_conditionality	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1973-1993	CHL,NZL,RUS		0			pinochet,rogernomics	pinochet,rogernomics	Rogernomics (NZ) and Pinochet-era Chile produced positive macro outcomes because reforms were combined with strengthened institutions; same reforms without institutional strengthening (Russia 1990s) produced catastrophic outcomes.
empirical_pragmatist	10	labour_market_flexibility_unemployment_duration	FAIL	POLICY_NAMED_ABSENT	claim references ['schroder'] — not found in hypothesis text (hyp entities: none)	supported	aligned	1998-2010	DEU,DNK	1985-2023	31	employment_labour,poverty_inequality,productivity	employment_labour,welfare_state	schroder		Labour-market flexibility improves unemployment outcomes in countries with strong active-labour-market-policy complementarities (Denmark flexicurity, German Agenda 2010) but raises inequality without productivity gain where complementarities are absent.
empirical_pragmatist	11	fiscal_multipliers_state_dependent	PASS			supported	aligned				0	employment_labour	employment_labour			Fiscal multipliers are state-dependent: large at ZLB, small near full employment; no single-number answer is policy-relevant.
empirical_pragmatist	12	industrial_policy_semiconductor_chips_act_effectiveness	PASS			mixed	aligned	2021-2025			0			biden	biden	Biden's IRA/CHIPS industrial policy will show partial success on capacity-building metrics and mixed results on job creation, consistent with the conditional view that industrial policy works where targeting is technically competent and governance is strong.
empirical_pragmatist	13	clinton_welfare_reform_labour_participation_effect	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	mixed	aligned	1993-2010	USA		0	welfare_state	employment_labour,poverty_inequality,welfare_state	clinton,tanf	clinton,tanf	Clinton 1996 welfare reform succeeded because US labour market in late 1990s was buoyant and EITC expansion complemented work requirements; the same reform imposed in 2008–2010 would have produced worse outcomes.
empirical_pragmatist	14	labour_market_flexibility_unemployment_duration	FAIL	OUTCOME_MISMATCH,POLICY_NAMED_ABSENT	claim outcomes ['institutional_quality'] disjoint from hypothesis outcomes ['employment_labour', 'welfare_state']; claim references ['macron'] — not found in hypothesis text (hyp entities: none)	supported	aligned	2017-2027	FRA	1985-2023	31	institutional_quality	employment_labour,welfare_state	macron		Macron's 2017–2019 reforms produced labour-market gains because French state capacity absorbed administrative complexity; equivalent reforms in weak-state-capacity settings would have produced smaller gains.
institutionalism	0	nordic_outcome_persistence_decomposition	PASS			supported	aligned			1996-2023	10		employment_labour,institutional_quality,poverty_inequality			Nordic outcomes decompose primarily into institutional-quality contributions.
