position_id	claim_index	linked_hypothesis_id	verdict	flags	reasons	school_prediction	current_polarity	claim_years_range	claim_countries	hyp_period	hyp_countries_count	claim_outcomes	hyp_outcomes	claim_entities	hyp_entities	claim_text
institutionalism	1	us_eu_gdp_per_capita_divergence_policy_causes	PASS			supported	aligned		USA	1970-2023	15		employment_labour,productivity,regulatory,trade_liberalisation			US-EU GDP gap is explained by policy+institutional differences, not demographics.
institutionalism	2	colonial_institutions_post_independence_growth	PASS			supported	aligned	1945-1945			0					Pre-1945 colonial institutions explain a significant share of post-independence per-capita GDP variation; former colonies with settler/inclusive institutions outperform extractive-institution former colonies.
institutionalism	3	korean_institutional_divergence_gdp_gap	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1945-1973	KOR		0					Korean division 1945-present delivers a natural experiment: matched populations, geography, pre-war institutions; post-war institutional divergence explains the roughly 20x GDP-per-capita gap.
institutionalism	4	industrial_policy_developmentalist_states_growth	FAIL	POLICY_NAMED_ABSENT	claim references ['park'] — not found in hypothesis text (hyp entities: none)	supported	aligned	1961-1979	KOR	1960-2019	19		gdp_growth,institutional_quality	park		Park Chung-hee developmentalist-state institutions 1961-1979 (EPB, HCI Plan, export-discipline) are the primary driver of Korean growth takeoff, not factor accumulation alone.
institutionalism	5	singapore_cpf_institutional_complementarity	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1955-1955	SGP		0	institutional_quality,welfare_state	institutional_quality,welfare_state			Singapore's CPF forced-saving architecture 1955-present, combined with rule-of-law and corruption-free administration, produced savings and growth outcomes not replicable by transfer-based welfare states without the institutional base.
institutionalism	6	post_soviet_transition_institutional_variation	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1991-2000	EST,POL,RUS,UKR		0	institutional_quality	institutional_quality	soviet_collapse	soviet_collapse	Post-1991 post-Soviet transition outcomes vary sharply with pre-1991 and transition-era institutional quality; Estonia/Poland (high inclusive-institution build-out) outperformed Russia/Ukraine (partial extraction persistence).
institutionalism	7	chile_post_1990_institutional_premium	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1973-1999	CHL		0			pinochet	pinochet	Chilean post-1990 growth outpaces earlier Pinochet-era growth despite similar market orientation, reflecting democratic-institutional upgrades more than policy continuity.
institutionalism	8	central_bank_independence_inflation_discipline	FAIL	ERA_MISMATCH	claim refers to 1980-1989; hypothesis period 1990-2023	supported	aligned	1980-1989		1990-2023	29	inflation,monetary_policy	inflation,trade_liberalisation			Central-bank independence across OECD post-1980 correlates with lower and more stable inflation outcomes than sub-periods with politicised monetary policy, controlling for fiscal regime.
institutionalism	9	venezuela_chavismo_framework_validation	PASS			supported	aligned	1999-2022	VEN	1996-2023	7		institutional_quality		chavez,chavismo,maduro	Venezuelan post-1999 institutional deterioration (judicial capture, electoral manipulation, central-bank subordination) precedes and causally contributes to the post-2013 economic collapse.
institutionalism	10	zimbabwe_property_rights_output_link	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2000-2009	ZWE		0	inflation	inflation	zimbabwe_hyperinflation	zimbabwe_hyperinflation	Zimbabwean property-rights deterioration post-2000 (commercial-farm expropriation without compensation) precedes hyperinflation and output collapse; institutional mechanism is necessary, not merely monetary.
institutionalism	11	uk_1997_institutional_reform_macro_stability	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1979-2007	GBR		0	privatisation,regulatory	privatisation,regulatory			UK post-1979 institutional reform (Bank of England independence 1997, competition-authority strengthening, privatisation regulatory frameworks) contributed to 1992-2007 macro stability more than the policy content alone.
institutionalism	12	botswana_institutional_exceptionalism	PASS			supported	aligned	1966-1975			0					Botswana's divergence from Sub-Saharan African averages post-1966 is attributable primarily to retained pre-colonial Tswana chieftaincy institutions plus post-independence resource-rent management, rather than resource endowment alone.
institutionalism	13	argentina_institutional_instability_decline	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1945-1954	ARG		0					Argentina's post-1945 economic decline from high-income status is attributable to institutional instability (Peronist-military cycles, property-rights uncertainty, central-bank subordination) more than to specific policy choices.
institutionalism	14	nz_rogernomics_institutional_complements	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1984-1994	NZL		0	regulatory	regulatory	rogernomics	rogernomics	New Zealand post-1984 Rogernomics reforms delivered growth improvement only in conjunction with later institutional reforms (Reserve Bank Act 1989, Fiscal Responsibility Act 1994), not from deregulation alone.
market_socialist	0	growth_vs_distribution_tradeoff	PASS			mixed	aligned			1985-2020	15		institutional_quality,poverty_inequality,trade_liberalisation,welfare_state			Policies that improve distribution through market-respecting mechanisms produce better long-run outcomes than transfer-based redistribution.
market_socialist	1	resource_extractor_nationalisation_reduces_output	PASS			mixed	aligned			1950-2024	9	privatisation	institutional_quality,privatisation,productivity			Resource-extractor nationalisation with autonomy preservation produces output-neutral outcomes.
market_socialist	2	yugoslav_self_management_productivity	PASS			supported	aligned	1965-1980			0	productivity	productivity			Yugoslav worker-self-managed firms 1965-1980 achieved productivity growth comparable to southern European market peers at similar development stages, demonstrating that self-management can coexist with market allocation.
market_socialist	3	mondragon_cooperative_resilience	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1956-1956	ESP		0	employment_labour,productivity	employment_labour,productivity			Mondragón cooperative network (Spain, 1956-present) has sustained productivity and employment stability through successive recessions at levels comparable to Basque private-sector peers.
market_socialist	4	meidner_wage_earner_fund_capital_flight	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1984-1991	SWE		0					Swedish Meidner plan / wage-earner funds 1984-1991 did not produce measurable capital flight during their brief implementation, falsifying claims that citizen ownership funds trigger disinvestment.
market_socialist	5	china_soe_vs_cee_privatised_growth	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned		CHN		0	privatisation,productivity	privatisation			Chinese state-owned-enterprise reform 1990s-2000s (corporatisation + market competition, retaining public ownership of strategic sectors) produced faster productivity growth than Eastern European mass-privatisation paths.
market_socialist	6	norway_gpfg_resource_curse_avoidance	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1990-1990	NOR		0					Norwegian GPFG sovereign wealth fund (Oljefondet, founded 1990) demonstrates that collective ownership of resource rents with market-based management can avoid resource-curse outcomes.
market_socialist	7	emilia_romagna_coop_employment_resilience	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2008-2012	ITA		0	employment_labour	employment_labour			Cooperative-sector firms in northern Italy (Emilia-Romagna) sustained employment through the 2008-2012 recession at rates higher than matched private-sector firms of similar size.
market_socialist	8	esop_firm_survival_productivity	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1974-1983	USA		0	productivity	productivity			ESOP (employee-stock-ownership) firms in the US post-1974 ERISA show higher survival rates and comparable productivity to matched conventional firms.
market_socialist	9	russia_china_transition_comparison	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1991-2000	CHN,RUS		0	privatisation	privatisation			Post-1991 Russian mass privatisation produced worse output and distributional outcomes than the Chinese gradualist-with-retained-public-ownership path, controlling for initial conditions.
market_socialist	10	singapore_temasek_public_ownership_efficiency	PASS			supported	aligned				0					Singaporean state-holding-company model (Temasek, GIC) combines public ownership of commanding heights with competitive enterprise discipline, achieving sustained growth that falsifies the claim that all public ownership degrades efficiency.
market_socialist	11	worker_coop_conversion_employment_preservation	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1985-2018	ITA,USA		0	employment_labour	employment_labour			Worker cooperative conversions (US Main Street Employee Ownership Act 2018, Italian Marcora Law 1985) preserve employment in firms that would otherwise close.
market_socialist	12	mitterrand_nationalised_firm_efficiency	PASS			mixed	aligned	1981-1995			0	privatisation	privatisation	mitterrand	mitterrand	Mitterrand 1981-1983 nationalisations of banking and industry did not produce the predicted efficiency collapse in the nationalised firms relative to private peers during their nationalised years, though macro outcomes were affected by FX pressure.
market_socialist	13	uk_nationalised_industry_investment_rates	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1945-1979	DEU,FRA,GBR		0	privatisation	privatisation			UK post-war nationalised industries (coal, rail, steel, gas) through 1979 achieved capital-investment rates comparable to sectoral peers in West Germany and France, falsifying the claim that public ownership categorically starves investment.
marxian	0	labor_share_decline_causes	PASS			supported	inverted			1980-2020	20	labour_share	employment_labour,housing_supply,labour_share			Labour share of GDP declines structurally under capitalism as capital intensity rises.
marxian	1	top_1_percent_income_share_growth_drivers	FAIL	OUTCOME_MISMATCH	claim outcomes ['poverty_inequality'] disjoint from hypothesis outcomes ['gdp_growth', 'trade_liberalisation']	supported	inverted			1980-2020	20	poverty_inequality	gdp_growth,trade_liberalisation			Top 1% income share growth is primarily capital-extraction, not skill-return.
marxian	2	m2_expansion_correlates_with_asset_price_inflation	PASS			supported	aligned			2008-2025	10	financial_crisis,inflation,monetary_policy	financial_crisis,inflation,monetary_policy			M2 expansion correlates with asset price inflation (financialisation of surplus).
marxian	3	us_median_wage_stagnation_1973_2000_decomposition	PASS			supported	inverted	1973-2000	USA	1973-2000	1	productivity,wage_stagnation	employment_labour,gdp_growth,inflation,productivity,trade_liberalisation,wage_stagnation,welfare_state			US median real wage stagnated 1973-2000 despite rising labour productivity, with the divergence attributable to falling worker bargaining power rather than skill-biased technical change.
marxian	4	great_depression_over_accumulation_vs_monetary_cause	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1929-1939	USA		0			great_depression	great_depression	The 1929-1933 Great Depression contraction in US output was precipitated by an endogenous over-accumulation crisis in the 1920s (rising capital-to-output ratio, falling profitability) rather than by Federal Reserve policy errors alone.
marxian	5	financial_deregulation_crisis_vulnerability	FAIL	POLICY_NAMED_ABSENT	claim references ['gramm_leach'] — not found in hypothesis text (hyp entities: ['big_bang', 'glass_steagall'])	supported	aligned	1980-2008	GBR,USA	1970-2023	22	regulatory	regulatory	big_bang,gramm_leach	big_bang,glass_steagall	Post-1980 financial deregulation in the US and UK (Depository Institutions Act 1980, UK Big Bang 1986, Gramm-Leach-Bliley 1999) increased the frequency and severity of financial crises through 2008.
marxian	6	capital_mobility_worker_bargaining_power	PASS			supported	aligned	1980-1980			0					Increased capital mobility after 1980 (capital account liberalisation across OECD) is correlated with declining worker bargaining power, measured via union density and strike frequency.
marxian	7	productivity_compensation_decoupling_post_1973	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1945-1973	USA		0	productivity,wage_stagnation	productivity,wage_stagnation			US labour productivity and median compensation grew together 1945-1973 but decoupled after 1973, and the decoupling magnitude exceeds what composition-adjusted measures eliminate.
marxian	8	financial_sector_profit_share_rise_1970_2007	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1970-2007	USA		0					Share of value added going to financial-sector profits in the US rose from under 15% in 1970 to over 30% by 2007, consistent with Hilferding-style financialisation hypothesis.
marxian	9	qe_asset_inflation_vs_cpi_divergence_post_2008	PASS			supported	aligned	2008-2022	USA	2008-2023	8		inflation,monetary_policy	qe	qe	Post-2008 QE programmes in the US and Eurozone disproportionately inflated financial asset prices relative to wages, widening the wealth-to-income ratio.
marxian	10	industrial_concentration_labour_share_link	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1997-2020	USA		0	labour_share	labour_share			Industrial concentration (top-4 firm share) in US manufacturing and retail sectors rose 1997-2020 alongside declining labour share, consistent with monopolisation tendency.
marxian	11	hyperinflation_requires_fiscal_dominance	PASS			supported	aligned	2000-2008	ZWE	1900-2025	14	inflation	inflation,monetary_policy	zimbabwe_hyperinflation	zimbabwe_hyperinflation	Zimbabwe's 2000-2008 hyperinflation originated in the fiscal-military crisis following land reform rather than in purely monetary expansion, consistent with Marxian emphasis on production relations as primary.
marxian	12	uk_economic_decline_multi_movement	FAIL	ERA_MISMATCH,OUTCOME_MISMATCH,POLICY_NAMED_ABSENT	claim refers to 1979-1990; hypothesis period 1996-2023; claim outcomes ['housing_supply', 'labour_share', 'privatisation', 'regulatory'] disjoint from hypothesis outcomes ['trade_liberalisation']; claim references ['thatcher'] — not found in hypothesis text (hyp entities: ['brexit'])	supported	aligned	1979-1990	GBR	1996-2023	8	housing_supply,labour_share,privatisation,regulatory	trade_liberalisation	thatcher	brexit	UK labour share fell following Thatcherite reforms 1979-1990 (council-housing privatisation, union-law tightening, financial deregulation) by a magnitude not explained by sectoral composition shifts alone.
marxian	13	gfc_household_debt_wage_stagnation_link	PASS			supported	aligned	2007-2010			0	financial_crisis,wage_stagnation	financial_crisis,wage_stagnation	gfc,marx,minsky	gfc,marx,minsky	The 2007-2009 global financial crisis originated in household-debt-financed consumption sustaining aggregate demand despite stagnant real wages, a Minsky-plus-Marx pattern.
marxian	14	maduro_era_venezuelan_collapse_decomposition_2013_2023	PASS			mixed	aligned	2013-2024	USA,VEN	2005-2023	7		inflation	maduro	maduro	The Maduro-era Venezuelan collapse 2013-2023 is substantially attributable to the US sanctions regime (post-2015, intensifying 2019) rather than to domestic policy content alone — economic warfare is a material share of the observed contraction, consistent with Marxian emphasis on imperial-financial power as constraint on peripheral-economy policy space.
marxian	15	petro_reform_package_economic_trajectory_2022_present	FAIL	OUTCOME_MISMATCH	claim outcomes ['energy_climate', 'tax', 'welfare_state'] disjoint from hypothesis outcomes ['gdp_growth', 'inflation', 'institutional_quality']	supported	aligned	2022-2027	COL	2014-2027	4	energy_climate,tax,welfare_state	gdp_growth,inflation,institutional_quality	petro	petro	Petro's redistributive reform package (tax reform 2022, pension reform proposal 2024, labour reform) demonstrates that social-democratic / redistributive policy in a middle-income hydrocarbons economy can be implemented without the capital-flight collapse scenario market-liberal theory predicts — the 2023-2024 FDI trajectory in Colombia is broadly in line with LatAm peers.
marxist_leninist	0	resource_extractor_nationalisation_reduces_output	PASS			falsified	aligned			1950-2024	9	privatisation	institutional_quality,privatisation,productivity			Resource-extractor nationalisation reduces output (even with autonomy-claim).
marxist_leninist	1	price_controls_produce_shortages_and_quality_degradation	PASS			falsified	aligned			1930-2024	8		inflation,institutional_quality,regulatory		nixon	Price controls produce shortages and quality degradation.
marxist_leninist	2	soviet_industrial_catch_up_1928_1940	PASS			supported	aligned	1928-1940			0					Soviet industrial output grew faster than Western European averages during 1928-1940 under the first two Five-Year Plans, demonstrating primitive socialist accumulation's catch-up capacity.
marxist_leninist	3	cuba_health_outcomes_vs_latam_peers	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1960-2000	CUB,USA		0	health_mortality	health_mortality			Cuban life expectancy and infant mortality outcomes 1960-2000 outperformed Latin American middle-income peers despite sanctions, demonstrating socialist health-system superiority.
marxist_leninist	4	maoist_precondition_for_deng_reform_growth	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1949-1987	CHN		0					Maoist China's 1949-1976 infrastructure and literacy expansion produced the human-capital base that enabled post-1978 reform growth; pre-1978 development was a precondition, not a failure.
marxist_leninist	5	post_soviet_market_reform_life_expectancy	PASS			supported	inverted	1991-2000		1989-2019	20	health_mortality	health_mortality		covid	Post-1991 market reforms in former Soviet states produced declining life expectancy and rising mortality through the 1990s, demonstrating the social cost of capitalist restoration.
marxist_leninist	6	venezuela_chavismo_framework_validation	FAIL	OUTCOME_MISMATCH	claim outcomes ['poverty_inequality', 'privatisation'] disjoint from hypothesis outcomes ['institutional_quality']	supported	inverted	1999-2023	USA,VEN	1996-2023	7	poverty_inequality,privatisation	institutional_quality	chavez,chavismo	chavez,chavismo,maduro	Venezuelan Chavismo 1999-2013 reduced poverty and extended healthcare access relative to pre-1999 baselines, and the post-2014 collapse is attributable to oil-price shock plus US sanctions rather than to nationalisation policy per se.
marxist_leninist	7	zimbabwe_land_reform_cause_decomposition	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2000-2008	ZWE		0	inflation	inflation			Zimbabwean land reform 2000-2008 redistributed ownership to previously excluded populations; the inflation crisis was driven by external sanctions and fiscal-military pressures, not by the redistributive policy itself.
marxist_leninist	8	china_soe_vs_cee_privatised_growth	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1978-1987	CHN		0	privatisation	privatisation			Chinese state-owned enterprises in strategic sectors (steel, energy, telecoms) post-1978 grew faster than privatised peers in Eastern Europe through the 1990s-2010s, demonstrating that public ownership with planning can outperform market transition.
marxist_leninist	9	financial_deregulation_crisis_vulnerability	FAIL	OUTCOME_MISMATCH,POLICY_NAMED_ABSENT	claim outcomes ['financial_crisis'] disjoint from hypothesis outcomes ['regulatory']; claim references ['gfc'] — not found in hypothesis text (hyp entities: ['big_bang', 'glass_steagall'])	supported	aligned	2007-2010	CHN,GBR,USA,VNM	1970-2023	22	financial_crisis	regulatory	gfc	big_bang,glass_steagall	The 2007-2009 global financial crisis demonstrates systemic instability of capitalist accumulation, with deeper output contraction in liberalised financial systems (US, UK) than in more state-managed ones (China, Vietnam).
marxist_leninist	10	soviet_collectivisation_agricultural_marketings	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1930-1940	RUS		0					Collectivised agriculture in the USSR 1930-1940 raised grain marketings sufficiently to finance industrial investment, delivering Preobrazhensky's scissors-crisis resolution despite high rural transition costs.
marxist_leninist	11	cuba_special_period_resilience	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1991-2000	CUB		0					Cuban post-1991 Special Period shows that socialist planning can maintain health and education outputs under severe external shock better than market economies of similar GDP per capita.
marxist_leninist	12	milei_shock_therapy_output_recovery_trajectory	FAIL	OUTCOME_MISMATCH	claim outcomes ['poverty_inequality'] disjoint from hypothesis outcomes ['gdp_growth']	supported	aligned	2023-2027	ARG	2015-2027	7	poverty_inequality	gdp_growth	milei	milei	Milei shock therapy in Argentina from 2023 produces poverty increase and real-wage decline in its first two years, consistent with Marxist-Leninist critique of neoliberal restoration.
mmt	0	hyperinflation_requires_fiscal_dominance	PASS			supported	aligned			1900-2025	14	inflation	inflation,monetary_policy		zimbabwe_hyperinflation	Hyperinflation requires fiscal dominance AND collapsed real supply / external-FX obligation — not monetary expansion alone.
mmt	1	zimbabwe_hyperinflation_land_reform_output_collapse_2000_2009	PASS			supported	aligned	2000-2008	ZWE	1998-2009	1	inflation	inflation	zimbabwe_hyperinflation	zimbabwe_hyperinflation	Zimbabwe 2000-2008 hyperinflation followed the real-supply collapse from land reform and external sanctions; currency expansion was downstream of real-capacity destruction, not causally independent.
mmt	2	us_wwii_fiscal_expansion_inflation_aftermath	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1941-1945	USA		0	inflation	inflation			US WWII fiscal expansion 1941-1945 (debt reaching 106% of GDP) did not produce sustained inflation once price controls were lifted and real capacity returned, consistent with MMT's real-constraint view.
mmt	3	us_dollar_issuer_solvency_record	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1971-1971	USA		0					Post-Bretton Woods US (1971-present) has never faced a solvency crisis in dollar-denominated debt, consistent with currency-issuer operational-solvency claim.
mmt	4	japan_public_debt_solvency_inflation_independence	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	1990-2020	JPN		0	inflation	inflation			Japanese public debt crossing 150%, then 200%, then 250% of GDP 1990-2020 did not trigger a solvency or inflation crisis, contradicting household-debt-analogue framings.
mmt	5	greek_fiscal_dominance_currency_user_distinction	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2010-2015	GRC		0					Greek fiscal crisis 2010-2015 was fundamentally a currency-user crisis (Greece issued no sovereign euro), not evidence of fiscal limits on sovereign currency-issuers.
mmt	6	uk_truss_mini_budget_currency_sovereign_mechanism	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	mixed	aligned	2022-2023	GBR		0			truss	truss	UK Truss mini-budget 2022 gilt crisis reflected market confidence and institutional-framework rupture rather than an MMT-predicted hard fiscal limit, because the BoE restored order by intervening as issuer.
mmt	7	australia_2008_fiscal_stimulus_output_effect	REVIEW	GEO_UNVERIFIABLE	hypothesis has no sample.countries list	supported	aligned	2007-2010	AUS		0	employment_labour,inflation	employment_labour,inflation	gfc	gfc	Australian fiscal expansion during 2008-2009 GFC response prevented recession entry, consistent with MMT claim that currency-issuer fiscal space in high-unemployment regimes produces output gains with minimal inflation cost.
